Category,Number,Term ,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
Biological Process,GO:0030334,regulation of cell migration,13,0.870730074,0.058394824,"MACF1, SERPINE2, PLXND1, LAMA3, PAX6, FGF2, NTN1, AMOT, FUT3, KIF2A, DPYSL3, PLXNA2, SGK1",1193,113,18585,1.792202301,1,1,0.996396778
Biological Process,GO:0014070,response to organic cyclic compound,9,0.602813128,0.059500717,"CDKN2B, BTG2, KITLG, EDNRB, CD83, JUND, FST, KCNQ3, SOX9",1193,66,18585,2.124323706,1,1,0.996396778
Molecular Function,GO:0004714,transmembrane receptor protein tyrosine kinase activity,8,0.535833891,0.059636373,"ALK, FLT1, INSR, KDR, MST1R, ROS1, EGFR, EPHA2",1207,53,18178,2.27328008,1,1,0.997734139
Biological Process,GO:0000122,negative regulation of transcription from RNA polymerase II promoter,78,5.224380442,0.060241701,"FOXA1, BTG2, CIITA, PRDM6, FHL2, PRDM1, TNF, GLI2, ELK3, FOXQ1, HHEX, EDNRB, ZNF85, HOXA2, SOX9, LRRFIP1, LMCD1, TP63, PIAS4, TLE4, KLF11, BATF3, EDN1, FST, ZBTB37, ARID5B, PAX6, ZHX1, POU5F1, FOXP1, IRF7, LCOR, ZNF557, ZFPM2, JDP2, ATF3, KANK2, DNMT1, NFIX, UHRF1, GATA6, HDAC9, BARX2, RELA, NACC1, ZNF469, ZNF425, SFN, CRYM, FNIP2, HOXC8, PLK3, JUND, SMAD3, DMRT1, GADD45A, VDR, IRX3, CAV1, NR1H3, FOXJ1, KLF4, TBX18, BMP6, ESR2, NOTCH2NLC, KLF2, NR4A2, H1-5, DLG1, PER3, NFIC, MAFF, MAFK, HDGF, OGT, PHF19, EZH2",1193,1006,18585,1.207865964,1,1,0.996396778
Biological Process,GO:1901223,negative regulation of NIK/NF-kappaB signaling,7,0.468854655,0.060416055,"CYLD, ZC3H12A, MIR27B, NMI, UACA, LITAF, RELA",1193,44,18585,2.478377658,1,1,0.996396778
Biological Process,GO:0030501,positive regulation of bone mineralization,7,0.468854655,0.060416055,"SMAD3, VDR, ALOX5, PTN, CCN1, GPM6B, BMP6",1193,44,18585,2.478377658,1,1,0.996396778
Biological Process,GO:0001658,branching involved in ureteric bud morphogenesis,7,0.468854655,0.060416055,"DLG1, PAX8, TMEM59L, GREB1L, SOX9, NPNT, FGF2",1193,44,18585,2.478377658,1,1,0.996396778
Molecular Function,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",4,0.267916946,0.061191447,"ALOX5, BCO2, PTGS2, IDO1",1207,14,18178,4.302994437,1,1,0.997734139
Biological Process,GO:2000648,positive regulation of stem cell proliferation,6,0.401875419,0.063790181,"GJA1, KDR, SOX9, FGF2, TP63, ELL3",1193,34,18585,2.749124797,1,1,0.996396778
Biological Process,GO:0045773,positive regulation of axon extension,6,0.401875419,0.063790181,"ADCY10, MACF1, SMURF1, ISLR2, MAP3K13, NTN1",1193,34,18585,2.749124797,1,1,0.996396778
Biological Process,GO:0001676,long-chain fatty acid metabolic process,6,0.401875419,0.063790181,"SLC27A1, ALOX5, SLC27A6, ACSL5, CYP2E1, SLC27A3",1193,34,18585,2.749124797,1,1,0.996396778
Biological Process,GO:0070269,pyroptosis,6,0.401875419,0.063790181,"GSDMD, GSDMC, GSDMB, CASP4, CASP1, CARD16",1193,34,18585,2.749124797,1,1,0.996396778
Biological Process,GO:0018230,peptidyl-L-cysteine S-palmitoylation,5,0.334896182,0.064155082,"GOLGA7B, ZDHHC9, ZDHHC23, ZDHHC11, ZDHHC14",1193,24,18585,3.245494552,1,1,0.996396778
Cellular Component,GO:1990498,mitotic spindle microtubule,4,0.267916946,0.06512082,"HAUS8, HAUS7, HAUS1, EML3",1242,15,19595,4.2071927,1,0.911536647,0.900283108
Cellular Component,GO:0000800,lateral element,4,0.267916946,0.06512082,"STAG3, DMC1, REC8, SMC1B",1242,15,19595,4.2071927,1,0.911536647,0.900283108
Cellular Component,GO:0045178,basal part of cell,4,0.267916946,0.06512082,"ADCY10, EDN1, KRT14, HOMER3",1242,15,19595,4.2071927,1,0.911536647,0.900283108
Biological Process,GO:0001701,in utero embryonic development,21,1.406563965,0.065441668,"SLC34A2, EDN1, STIL, SMAD3, ELL, C2CD3, HEG1, GATA6, NOTCH2NLC, KLF2, AMOT, GLI2, GNA13, NPAT, GJA1, C5, SH3PXD2A, HAND2, MAFF, SLC25A20, ZFPM2",1193,217,18585,1.507584566,1,1,0.996396778
Biological Process,GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,10,0.669792364,0.065554099,"FLT1, UNC5B, INSR, NEDD4, IL18, KDR, UBE3A, SOX9, TNF, FGF2",1193,79,18585,1.971946057,1,1,0.996396778
Biological Process,GO:0072089,stem cell proliferation,7,0.468854655,0.066103847,"KDR, SFN, SOX9, CD34, FGF2, TP63, ELL3",1193,45,18585,2.423302598,1,1,0.996396778
Biological Process,GO:0030316,osteoclast differentiation,7,0.468854655,0.066103847,"SBNO2, EFNA2, TCIRG1, TNF, JUNB, EPHA2, FOXP1",1193,45,18585,2.423302598,1,1,0.996396778
Biological Process,GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,4,0.267916946,0.067142469,"STING1, TIFA, IRF7, ALPK1",1193,15,18585,4.154233026,1,1,0.996396778
Biological Process,GO:0086002,cardiac muscle cell action potential involved in contraction,4,0.267916946,0.067142469,"CACNA2D1, FGF12, KCNJ2, CACNA1G",1193,15,18585,4.154233026,1,1,0.996396778
Biological Process,GO:0002221,pattern recognition receptor signaling pathway,4,0.267916946,0.067142469,"STING1, CASP1, NOD2, INAVA",1193,15,18585,4.154233026,1,1,0.996396778
Biological Process,GO:0060996,dendritic spine development,4,0.267916946,0.067142469,"UBA6, NDP, SRGAP2, PAK2",1193,15,18585,4.154233026,1,1,0.996396778
Biological Process,GO:0006112,energy reserve metabolic process,4,0.267916946,0.067142469,"ADGRF1, PID1, ADGRF5, MRAP2",1193,15,18585,4.154233026,1,1,0.996396778
Biological Process,GO:0030036,actin cytoskeleton organization,22,1.473543202,0.06759037,"STARD13, ANXA1, STARD8, PLEK, ARHGEF18, FOXJ1, CXCL1, AMOT, PDLIM1, EHD2, PDLIM3, MRAS, NUAK2, POF1B, OPHN1, CSRP1, EHBP1L1, TRIP10, ELMO1, RHOU, TNIK, ARHGEF5",1193,231,18585,1.483654652,1,1,0.996396778
Cellular Component,GO:0097169,AIM2 inflammasome complex,3,0.200937709,0.068024744,"CASP4, CASP1, CARD16",1242,7,19595,6.761559696,1,0.911536647,0.900283108
Cellular Component,GO:0030893,meiotic cohesin complex,3,0.200937709,0.068024744,"STAG3, REC8, SMC1B",1242,7,19595,6.761559696,1,0.911536647,0.900283108
Biological Process,GO:0070098,chemokine-mediated signaling pathway,9,0.602813128,0.068606529,"CCL24, CXCL6, CXCL8, GPR35, CCL20, CCL2, CXCL1, CXCL3, CXCL2",1193,68,18585,2.061843597,1,1,0.996396778
Cellular Component,GO:0009925,basal plasma membrane,9,0.602813128,0.069344467,"SLC22A4, ABCC3, SLC27A1, SLC1A3, MST1R, CD34, MUC20, EGFR, AQP1",1242,69,19595,2.057865995,1,0.911536647,0.900283108
Biological Process,GO:0010216,maintenance of DNA methylation,3,0.200937709,0.069573884,"HELLS, DNMT1, UHRF1",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:0009992,cellular water homeostasis,3,0.200937709,0.069573884,"SCT, AQP4, AQP1",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:0051715,cytolysis in other organism,3,0.200937709,0.069573884,"GBP5, GBP2, GBP3",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:1901203,positive regulation of extracellular matrix assembly,3,0.200937709,0.069573884,"RGCC, SMAD3, SOX9",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:0031394,positive regulation of prostaglandin biosynthetic process,3,0.200937709,0.069573884,"CD74, ANXA1, PTGS2",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:0006972,hyperosmotic response,3,0.200937709,0.069573884,"LOC102723996, TLR3, AQP1",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:0061002,negative regulation of dendritic spine morphogenesis,3,0.200937709,0.069573884,"DNM3, PTEN, UBE3A",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:0051798,positive regulation of hair follicle development,3,0.200937709,0.069573884,"FST, HPSE, TNF",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:2000110,negative regulation of macrophage apoptotic process,3,0.200937709,0.069573884,"ST6GAL1, IRF7, NOD2",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:0061304,retinal blood vessel morphogenesis,3,0.200937709,0.069573884,"FZD4, COL4A1, NDP",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:1901642,nucleoside transmembrane transport,3,0.200937709,0.069573884,"SLC28A2, SLC28A1, SLC28A3",1193,7,18585,6.676445935,1,1,0.996396778
Biological Process,GO:0034136,negative regulation of toll-like receptor 2 signaling pathway,3,0.200937709,0.069573884,"TNFAIP3, TLR6, NOD2",1193,7,18585,6.676445935,1,1,0.996396778
Cellular Component,GO:0098553,lumenal side of endoplasmic reticulum membrane,5,0.334896182,0.07002202,"CD74, HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DPA1",1242,25,19595,3.155394525,1,0.911536647,0.900283108
Cellular Component,GO:0071556,integral component of lumenal side of endoplasmic reticulum membrane,5,0.334896182,0.07002202,"CD74, HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DPA1",1242,25,19595,3.155394525,1,0.911536647,0.900283108
Biological Process,GO:0033138,positive regulation of peptidyl-serine phosphorylation,11,0.736771601,0.070062976,"BCAR3, CAV1, AKAP9, LIF, MTCP1, PTGS2, FNIP2, TNF, CD44, EGFR, RAPGEF3",1193,92,18585,1.862631656,1,1,0.996396778
Biological Process,GO:0043542,endothelial cell migration,6,0.401875419,0.070670624,"STARD13, EDN2, S100A2, PLXND1, PTEN, FSTL1",1193,35,18585,2.670578374,1,1,0.996396778
Molecular Function,GO:0023026,MHC class II protein complex binding,5,0.334896182,0.070904589,"CD74, HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DPA1",1207,24,18178,3.13760011,1,1,0.997734139
Molecular Function,GO:0070530,K63-linked polyubiquitin binding,5,0.334896182,0.070904589,"RNF168, RNF169, TNFAIP3, IKBKG, OPTN",1207,24,18178,3.13760011,1,1,0.997734139
Biological Process,GO:0009653,anatomical structure morphogenesis,15,1.004688547,0.07185529,"FOXA1, SMAD3, CHUK, FOXI3, GATA6, FOXI1, SMAD6, POU5F1, FOXQ1, PAX8, FAT1, S1PR3, ZFPM2, PITX1, IER3",1193,142,18585,1.645602871,1,1,0.996396778
Biological Process,GO:0009411,response to UV,7,0.468854655,0.072093285,"CDKN2D, MSH6, TIPIN, USP1, UBE2A, MAP2K7, DTL",1193,46,18585,2.370622107,1,1,0.996396778
Biological Process,GO:0051493,regulation of cytoskeleton organization,5,0.334896182,0.072660496,"CNTRL, CAPN2, AFAP1, PAK2, ARHGEF5",1193,25,18585,3.115674769,1,1,0.996396778
Molecular Function,GO:0050998,nitric-oxide synthase binding,4,0.267916946,0.072844159,"DNM3, CD74, CAV1, NOS1AP",1207,15,18178,4.016128141,1,1,0.997734139
Molecular Function,GO:0004467,long-chain fatty acid-CoA ligase activity,4,0.267916946,0.072844159,"SLC27A1, SLC27A6, ACSL5, SLC27A3",1207,15,18178,4.016128141,1,1,0.997734139
Molecular Function,GO:0061578,Lys63-specific deubiquitinase activity,4,0.267916946,0.072844159,"CYLD, TNFAIP3, YOD1, BRCC3",1207,15,18178,4.016128141,1,1,0.997734139
Biological Process,GO:0000082,G1/S transition of mitotic cell cycle,9,0.602813128,0.073462528,"PLK3, DBF4, NASP, CCNE2, PLK2, RBBP8, RHOU, BCAT1, EZH2",1193,69,18585,2.031961806,1,1,0.996396778
Molecular Function,GO:0015245,fatty acid transporter activity,3,0.200937709,0.073887329,"SLC27A1, SLC43A3, SLC27A6",1207,7,18178,6.454491656,1,1,0.997734139
Molecular Function,GO:0005337,nucleoside transmembrane transporter activity,3,0.200937709,0.073887329,"SLC28A2, SLC28A1, SLC28A3",1207,7,18178,6.454491656,1,1,0.997734139
Biological Process,GO:0032720,negative regulation of tumor necrosis factor production,10,0.669792364,0.074361319,"ORM1, ELF4, ZC3H12A, ACP5, TNFAIP3, NOD2, CACTIN, CD34, VSIR, HAVCR2",1193,81,18585,1.923256031,1,1,0.996396778
Molecular Function,GO:0004713,protein tyrosine kinase activity,13,0.870730074,0.075270508,"ALK, FLT1, INSR, STYK1, TYK2, MST1R, BAZ1B, EGFR, KDR, MAP2K7, ROS1, SCYL1, EPHA2",1207,114,18178,1.717423218,1,1,0.997734139
Biological Process,GO:0009617,response to bacterium,13,0.870730074,0.075802125,"GBP5, CAV1, IFI44, DEFB1, PPM1D, C15ORF48, C3, UPK1B, BAIAP2L1, KLHL6, CCL2, CYP2E1, CFB",1193,118,18585,1.716261526,1,1,0.996396778
Cellular Component,GO:0042622,photoreceptor outer segment membrane,4,0.267916946,0.076508717,"CDHR1, ROM1, NAPEPLD, PROM1",1242,16,19595,3.944243156,1,0.977901553,0.965828695
Cellular Component,GO:0005604,basement membrane,11,0.736771601,0.077802867,"ACTA2, DLG1, COL4A2, COL4A1, LAMA3, MMRN2, PXDN, VWA2, LAMC2, NPNT, NTN1",1242,95,19595,1.826807357,1,0.977901553,0.965828695
Biological Process,GO:0007200,phospholipase C-activating G-protein coupled receptor signaling pathway,11,0.736771601,0.078536653,"ANO1, HRH1, P2RY6, EDNRB, P2RY4, GPR35, P2RY2, P2RY1, PTAFR, TACR1, ADRA1B",1193,94,18585,1.823001195,1,1,0.996396778
Biological Process,GO:0045732,positive regulation of protein catabolic process,11,0.736771601,0.078536653,"EGLN2, SMURF1, PLK2, NEDD4, TNFAIP3, MSN, NEDD4L, SOX9, TNF, DTL, IER3",1193,94,18585,1.823001195,1,1,0.996396778
Biological Process,GO:1901741,positive regulation of myoblast fusion,4,0.267916946,0.07883877,"EHD2, IL4R, TNFSF14, CAPN2",1193,16,18585,3.894593462,1,1,0.996396778
Biological Process,GO:0006957,"complement activation, alternative pathway",4,0.267916946,0.07883877,"C3, C5, CFH, CFB",1193,16,18585,3.894593462,1,1,0.996396778
Biological Process,GO:0015909,long-chain fatty acid transport,4,0.267916946,0.07883877,"SLC27A1, SLC27A6, SLC27A3, CPT1B",1193,16,18585,3.894593462,1,1,0.996396778
Biological Process,GO:0030324,lung development,10,0.669792364,0.079024989,"CCBE1, LOX, HEG1, CCN2, ZFPM2, LIPA, FGF2, GLI2, STRA6, CCDC40",1193,82,18585,1.899801689,1,1,0.996396778
Molecular Function,GO:0015078,hydrogen ion transmembrane transporter activity,6,0.401875419,0.079233843,"UCP3, UCP2, ATP5MC3, TCIRG1, SLC25A5, SLC25A14",1207,35,18178,2.581796662,1,1,0.997734139
Molecular Function,GO:0005125,cytokine activity,19,1.272605492,0.080810883,"TNFSF18, EDN1, TNFSF14, IL15, LIF, IL18, BMP8B, TNFRSF11B, FGF2, TNF, BMP6, C1QTNF4, IL1A, KITLG, IFNE, TNFSF10, CMTM2, NDP, IL17C",1207,190,18178,1.506048053,1,1,0.997734139
Biological Process,GO:0003148,outflow tract septum morphogenesis,5,0.334896182,0.081707081,"NRP2, SEMA3C, GATA6, ZFPM2, SMAD6",1193,26,18585,2.995841125,1,1,0.996396778
Biological Process,GO:0009954,proximal/distal pattern formation,5,0.334896182,0.081707081,"SP8, HOXC9, TP63, HOXC10, GLI2",1193,26,18585,2.995841125,1,1,0.996396778
Molecular Function,GO:0019902,phosphatase binding,7,0.468854655,0.081943035,"SH3RF2, SH3YL1, DLG1, SMAD3, ELL, CTSC, SYTL2",1207,46,18178,2.291812255,1,1,0.997734139
Cellular Component,GO:0005768,endosome,28,1.87541862,0.082202524,"PI4K2B, STEAP4, FLT1, UNC93B1, PLD1, EGFR, RNF112, KDR, PAK3, CTSE, RAB4B, ANXA1, IL15, CAV1, RFTN1, NSG1, TICAM1, SYTL4, RAB11B, STING1, EHBP1L1, HPSE, VAMP4, STEAP1, STEAP2, PI4K2A, DGKH, VPS35L",1242,321,19595,1.376184528,1,1,0.989010989
Biological Process,GO:0007266,Rho protein signal transduction,8,0.535833891,0.082243918,"GNA13, COL1A2, CHUK, PLEKHG7, ARHGAP1, ARHGAP29, MYO9B, ARHGAP4",1193,59,18585,2.112321878,1,1,0.996396778
Molecular Function,GO:0000166,nucleotide binding,11,0.736771601,0.083508728,"SLC22A4, SLC27A1, NT5E, STING1, DMC1, SLC27A6, HDGF, NT5C2, CCN1, PRTFDC1, ATAD3C",1207,92,18178,1.800709629,1,1,0.997734139
Biological Process,GO:0006468,protein phosphorylation,37,2.478231748,0.083686224,"AMHR2, PRAG1, PKN3, MYLK, RPS6KA4, NUAK2, IRAK1, IRAK2, PIM1, CCL2, STK38L, PAK3, FNIP2, PAK2, ST3GAL1, ROS1, IKBKE, MAP3K5, PLK3, EDN1, CHUK, DAPK1, PLK2, INSR, STYK1, HUNK, TYK2, PASK, MAK, CAMK4, SIK1, PRKCQ, TNIK, SIK2, MAP3K13, SGK1, CDK14",1193,442,18585,1.304072019,1,1,0.996396778
Biological Process,GO:0071300,cellular response to retinoic acid,9,0.602813128,0.083782534,"STRA8, FZD4, FZD7, HAND2, HOXA2, SOX9, FZD10, TNF, AQP1",1193,71,18585,1.974723445,1,1,0.996396778
Biological Process,GO:0045727,positive regulation of translation,10,0.669792364,0.083862429,"RBM4, NSUN5, FMR1, PTAFR, PRR16, VIM, PLD1, PASK, THBS1, OGT",1193,83,18585,1.876912512,1,1,0.996396778
Biological Process,GO:0097009,energy homeostasis,7,0.468854655,0.084971706,"ALK, EDN2, IRX3, NMU, FMO4, PASK, MRAP2",1193,48,18585,2.271846186,1,1,0.996396778
Cellular Component,GO:0015629,actin cytoskeleton,24,1.607501674,0.085216241,"MACF1, SVIL, FLT1, WDR1, DAPK1, SYNPO2, AVIL, FAM107A, IFIT5, PDXP, AFAP1, MYO9B, SORBS2, NTN1, BARX2, IQCG, LIMD2, MYLK, BAIAP2L1, OPHN1, ARSJ, STK38L, MYO1F, DGKH",1242,267,19595,1.418154843,1,1,0.989010989
Molecular Function,GO:0042813,Wnt-activated receptor activity,4,0.267916946,0.085399057,"FZD1, FZD4, FZD7, FZD10",1207,16,18178,3.765120133,1,1,0.997734139
Molecular Function,GO:0050700,CARD domain binding,4,0.267916946,0.085399057,"CASP4, CASP1, CARD16, NOD2",1207,16,18178,3.765120133,1,1,0.997734139
Biological Process,GO:0051017,actin filament bundle assembly,6,0.401875419,0.085598371,"BAIAP2L1, DPYSL3, FAM107A, NEDD9, SHROOM1, LIMD2",1193,37,18585,2.526222786,1,1,0.996396778
Cellular Component,GO:0031514,motile cilium,13,0.870730074,0.08561586,"DNAI4, RSPH4A, CFAP73, ANXA1, DNAH5, DAW1, DNAJB13, FBXL13, IQCG, GLI2, ACTA2, ADCY10, MAK",1242,122,19595,1.681152821,1,1,0.989010989
Biological Process,GO:0051897,positive regulation of protein kinase B signaling,18,1.205626256,0.086004681,"SEMA5A, FLT1, UNC5B, TPBG, INSR, IL18, AKR1C2, MST1R, FGF2, THBS1, TNF, EGFR, C1QTNF12, NEDD4, KDR, ADAM8, SOX9, HPSE",1193,185,18585,1.515733672,1,1,0.996396778
Cellular Component,GO:0070652,HAUS complex,3,0.200937709,0.086982172,"HAUS8, HAUS7, HAUS1",1242,8,19595,5.916364734,1,1,0.989010989
Cellular Component,GO:0034991,nuclear meiotic cohesin complex,3,0.200937709,0.086982172,"STAG3, REC8, SMC1B",1242,8,19595,5.916364734,1,1,0.989010989
Biological Process,GO:0008285,negative regulation of cell proliferation,38,2.545210985,0.087199464,"KANK2, BTG2, TES, CXCL8, SERPINE2, PTEN, CXCL1, PPM1D, PTGS2, FGF2, THBS1, IFIT3, BRIP1, FRZB, RASSF5, ADORA1, S100A11, CDKN2D, KLF11, CDKN2B, FGFBP1, SMAD3, VDR, TPBG, LIF, THAP12, NMI, KLF4, SMAD6, PLAAT4, KISS1, IL1A, RGCC, IRF1, MMRN2, CD200, SKAP2, TP73",1193,458,18585,1.292528835,1,1,0.996396778
Molecular Function,GO:0031593,polyubiquitin binding,6,0.401875419,0.087238634,"TNIP3, RAD23A, BRCC3, IKBKG, MPND, OPTN",1207,36,18178,2.510080088,1,1,0.997734139
Cellular Component,GO:0002080,acrosomal membrane,5,0.334896182,0.088068898,"ATP8B3, CAV2, CAV1, MFGE8, RAB6A",1242,27,19595,2.921661597,1,1,0.989010989
Biological Process,GO:0030155,regulation of cell adhesion,8,0.535833891,0.088229314,"CXCL8, PLAU, LAMA3, IL18, SERPINI2, C2CD4A, C2CD4B, SOX9",1193,60,18585,2.077116513,1,1,0.996396778
Biological Process,GO:0060022,hard palate development,3,0.200937709,0.088916372,"FZD1, DLG1, ITGB6",1193,8,18585,5.841890193,1,1,0.996396778
Biological Process,GO:0010757,negative regulation of plasminogen activation,3,0.200937709,0.088916372,"SERPINE2, PLAU, THBS1",1193,8,18585,5.841890193,1,1,0.996396778
Biological Process,GO:0061044,negative regulation of vascular wound healing,3,0.200937709,0.088916372,"ALOX5, MIR200B, TNF",1193,8,18585,5.841890193,1,1,0.996396778
Biological Process,GO:0044027,hypermethylation of CpG island,3,0.200937709,0.088916372,"HELLS, DNMT1, UHRF1",1193,8,18585,5.841890193,1,1,0.996396778
Biological Process,GO:0032411,positive regulation of transporter activity,3,0.200937709,0.088916372,"PON1, NR1H3, SGK1",1193,8,18585,5.841890193,1,1,0.996396778
Biological Process,GO:0003163,sinoatrial node development,3,0.200937709,0.088916372,"GATA6, TBX18, CACNA1G",1193,8,18585,5.841890193,1,1,0.996396778
Biological Process,GO:0032741,positive regulation of interleukin-18 production,3,0.200937709,0.088916372,"GBP5, CASP1, TNF",1193,8,18585,5.841890193,1,1,0.996396778
Biological Process,GO:0046887,positive regulation of hormone secretion,3,0.200937709,0.088916372,"EDN1, P2RY1, TACR1",1193,8,18585,5.841890193,1,1,0.996396778
Biological Process,GO:1902894,negative regulation of pri-miRNA transcription from RNA polymerase II promoter,5,0.334896182,0.09127903,"SMAD3, GATA6, SOX9, RELA, POU5F1",1193,27,18585,2.884884046,1,1,0.996396778
Biological Process,GO:0006956,complement activation,5,0.334896182,0.09127903,"C3, C5, RGCC, CFH, CFB",1193,27,18585,2.884884046,1,1,0.996396778
Biological Process,GO:0003085,negative regulation of systemic arterial blood pressure,4,0.267916946,0.09135005,"KCNK6, ADORA1, TNF, IER3",1193,17,18585,3.665499729,1,1,0.996396778
Biological Process,GO:0000731,DNA synthesis involved in DNA repair,4,0.267916946,0.09135005,"CDKN2D, POLD3, RFC4, RFC2",1193,17,18585,3.665499729,1,1,0.996396778
Biological Process,GO:0012501,programmed cell death,4,0.267916946,0.09135005,"GSDMD, GSDMC, GSDMB, RIPK3",1193,17,18585,3.665499729,1,1,0.996396778
Biological Process,GO:0051895,negative regulation of focal adhesion assembly,4,0.267916946,0.09135005,"PTEN, FAM107A, THBS1, PHLDB2",1193,17,18585,3.665499729,1,1,0.996396778
Biological Process,GO:0050862,positive regulation of T cell receptor signaling pathway,4,0.267916946,0.09135005,"IKBKG, KCNN4, LIPA, RELA",1193,17,18585,3.665499729,1,1,0.996396778
Molecular Function,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",10,0.669792364,0.092869213,"GSDMD, SVIL, GSDMC, GSDMB, SH3PXD2A, FZD7, AVIL, SYT10, KCNJ2, SYTL2",1207,82,18178,1.836643967,1,1,0.997734139
Biological Process,GO:0001666,response to hypoxia,17,1.138647019,0.09319134,"EGLN2, SMAD3, FZD4, CAV1, LIF, THBS1, TNF, NR4A2, PDLIM1, IL1A, PLAU, UCP3, UCP2, ADORA1, CAPN2, CRYAB, BIRC2",1193,174,18585,1.522025031,1,1,0.996396778
Molecular Function,GO:0022829,wide pore channel activity,3,0.200937709,0.094292813,"GSDMD, PANX2, GSDMB",1207,8,18178,5.647680199,1,1,0.997734139
Molecular Function,GO:0005021,vascular endothelial growth factor-activated receptor activity,3,0.200937709,0.094292813,"NRP2, FLT1, KDR",1207,8,18178,5.647680199,1,1,0.997734139
Molecular Function,GO:0042609,CD4 receptor binding,3,0.200937709,0.094292813,"CD74, HLA-DRB1, CD22",1207,8,18178,5.647680199,1,1,0.997734139
Molecular Function,GO:0005267,potassium channel activity,6,0.401875419,0.095647868,"KCNK5, KCNK6, KCNC4, ABCC9, KCNN4, AQP1",1207,37,18178,2.442240086,1,1,0.997734139
Biological Process,GO:0045087,innate immune response,48,3.215003349,0.096438649,"CYBC1, UNC93B1, IFIT5, DEFB1, MST1R, CD1D, IL1RAP, NOD2, PRDM1, RELA, INAVA, IFIT3, IFIT2, IRAK1, TIFA, CASP4, FADD, IKBKG, SLC15A3, HAVCR2, MAP3K5, GSDMD, APOBEC3D, ANXA1, CHUK, DAPK1, STYK1, NMI, PARP14, TICAM1, TLR1, CYLD, VNN1, STING1, ELF4, OAS3, NEDD4, IRF7, PTX3, TRIM59, TLR6, CACTIN, ALPK1, TLR5, OPTN, TLR3, TMEM106A, TRIM56",1193,604,18585,1.238016465,1,1,0.996396778
Cellular Component,GO:0000922,spindle pole,14,0.93770931,0.098266099,"PLK3, PLK2, DYNLT2B, IRAG2, NEDD9, BRCC3, WDR62, KIF11, HAUS1, HAUS8, KIF2A, TUBGCP5, IKBKG, ALPK1",1242,138,19595,1.60056244,1,1,0.989010989
Molecular Function,GO:0098641,cadherin binding involved in cell-cell adhesion,4,0.267916946,0.098797111,"PDLIM1, BAIAP2L1, ANXA1, S100A11",1207,17,18178,3.543642478,1,1,0.997734139
Biological Process,GO:0050714,positive regulation of protein secretion,7,0.468854655,0.099031481,"IL1A, PCSK1, ADAM8, KCNN4, MYH10, SYTL4, BMP6",1193,50,18585,2.180972339,1,1,0.996396778
Biological Process,GO:0032526,response to retinoic acid,7,0.468854655,0.099031481,"CDKN2D, SLC10A3, GATA6, KLF4, BMP6, MICB, STRA6",1193,50,18585,2.180972339,1,1,0.996396778
