"","ENSEMBL","ENTREZID","SYMBOL","TXCHROM"
"4934","ENSG00000119392","2733","GLE1","chr9"
"4935","ENSG00000119396","51552","RAB14","chr9"
"4936","ENSG00000119397","11064","CNTRL","chr9"
"4937","ENSG00000119401","22954","TRIM32","chr9"
"4938","ENSG00000119402","26190","FBXW2","chr9"
"4939","ENSG00000119403","26147","PHF19","chr9"
"4940","ENSG00000119408","10783","NEK6","chr9"
"4941","ENSG00000119411","54836","BSPRY","chr9"
"4942","ENSG00000119414","5537","PPP6C","chr9"
"4943","ENSG00000119421","4702","NDUFA8","chr9"
"4944","ENSG00000119431","81932","HDHD3","chr9"
"4945","ENSG00000119440","286310","LCN1P1",NA
"4946","ENSG00000119446","92400","RBM18","chr9"
"4947","ENSG00000119457","57864","SLC46A2","chr9"
"4948","ENSG00000119471","84263","HSDL2","chr9"
"4949","ENSG00000119487","79109","MAPKAP1","chr9"
"4950","ENSG00000119508","8013","NR4A3","chr9"
"4951","ENSG00000119509","27130","INVS","chr9"
"4952","ENSG00000119514","79695","GALNT12","chr9"
"4953","ENSG00000119522","57706","DENND1A","chr9"
"4954","ENSG00000119523","85365","ALG2","chr9"
"4955","ENSG00000119535","1441","CSF3R","chr1"
"4956","ENSG00000119537","2531","KDSR","chr18"
"4957","ENSG00000119541","9525","VPS4B","chr18"
"4958","ENSG00000119547","9480","ONECUT2","chr18"
"4959","ENSG00000119559","148223","C19orf25","chr19"
"4960","ENSG00000119574","84878","ZBTB45","chr19"
"4961","ENSG00000119596","56252","YLPM1","chr14"
"4962","ENSG00000119599","26094","DCAF4","chr14"
"4963","ENSG00000119608","283571","PROX2","chr14"
"4964","ENSG00000119614","338917","VSX2","chr14"
"4965","ENSG00000119616","51077","FCF1","chr14"
"4966","ENSG00000119630","5228","PGF","chr14"
"4967","ENSG00000119632","83982","IFI27L2","chr14"
"4968","ENSG00000119636","80127","BBOF1","chr14"
"4969","ENSG00000119638","91754","NEK9","chr14"
"4970","ENSG00000119640","97","ACYP1","chr14"
"4971","ENSG00000119650","112752","IFT43","chr14"
"4972","ENSG00000119655","10577","NPC2","chr14"
"4974","ENSG00000119661","83544","DNAL1","chr14"
"4975","ENSG00000119669","64207","IRF2BPL","chr14"
"4976","ENSG00000119673","10965","ACOT2","chr14"
"4977","ENSG00000119681","4053","LTBP2","chr14"
"4978","ENSG00000119682","9870","AREL1","chr14"
"4979","ENSG00000119684","27030","MLH3","chr14"
"4980","ENSG00000119685","23093","TTLL5","chr14"
"4981","ENSG00000119686","55640","FLVCR2","chr14"
"4982","ENSG00000119688","5826","ABCD4","chr14"
"4983","ENSG00000119689","1743","DLST","chr14"
"4984","ENSG00000119698","57718","PPP4R4","chr14"
"4985","ENSG00000119699","7043","TGFB3","chr14"
"4986","ENSG00000119703","79696","ZC2HC1C","chr14"
"4987","ENSG00000119705","81892","SLIRP","chr14"
"4988","ENSG00000119707","58517","RBM25","chr14"
"4989","ENSG00000119711","4329","ALDH6A1","chr14"
"4990","ENSG00000119714","8111","GPR68","chr14"
"4991","ENSG00000119715","2103","ESRRB","chr14"
"4992","ENSG00000119718","8892","EIF2B2","chr14"
"4993","ENSG00000119720","55051","NRDE2","chr14"
"4994","ENSG00000119723","51004","COQ6","chr14"
"4995","ENSG00000119725","57862","ZNF410","chr14"
"4996","ENSG00000119729","23433","RHOQ","chr2"
"4997","ENSG00000119737","10936","GPR75","chr2"
"4998","ENSG00000119760","9913","SUPT7L","chr2"
"4999","ENSG00000119771","114818","KLHL29","chr2"
"5000","ENSG00000119772","1788","DNMT3A","chr2"
"5001","ENSG00000119777","54867","TMEM214","chr2"
"5002","ENSG00000119778","54454","ATAD2B","chr2"
"5003","ENSG00000119782","2281","FKBP1B","chr2"
"5004","ENSG00000119787","64225","ATL2","chr2"
"5005","ENSG00000119801","51646","YPEL5","chr2"
"5006","ENSG00000119812","105374454","RASGRP3-AS1",NA
"5008","ENSG00000119820","84272","YIPF4","chr2"
"5009","ENSG00000119844","54812","AFTPH","chr2"
"5010","ENSG00000119862","29094","LGALSL","chr2"
"5011","ENSG00000119865","25927","CNRIP1","chr2"
"5012","ENSG00000119866","53335","BCL11A","chr2"
"5013","ENSG00000119878","9419","CRIPT","chr2"
"5014","ENSG00000119888","4072","EPCAM","chr2"
"5015","ENSG00000119899","26503","SLC17A5","chr6"
"5016","ENSG00000119900","79627","OGFRL1","chr6"
"5017","ENSG00000119906","55719","SLF2","chr10"
"5018","ENSG00000119912","3416","IDE","chr10"
"5019","ENSG00000119913","6975","TECTB","chr10"
"5020","ENSG00000119915","83401","ELOVL3","chr10"
"5021","ENSG00000119917","3437","IFIT3","chr10"
"5022","ENSG00000119919","159296","NKX2-3","chr10"
"5023","ENSG00000119922","3433","IFIT2","chr10"
"5024","ENSG00000119927","57678","GPAM","chr10"
"5025","ENSG00000119929","51076","CUTC","chr10"
"5026","ENSG00000119938","5507","PPP1R3C","chr10"
"5027","ENSG00000119943","84795","PYROXD2","chr10"
"5028","ENSG00000119946","26507","CNNM1","chr10"
"5029","ENSG00000119950","4601","MXI1","chr10"
"5030","ENSG00000119953","10285","SMNDC1","chr10"
"5031","ENSG00000119965","80007","C10orf88","chr10"
"5032","ENSG00000119969","3070","HELLS","chr10"
"5033","ENSG00000119973","2834","PRLHR","chr10"
"5034","ENSG00000119977","26123","TCTN3","chr10"
"5035","ENSG00000119979","404636","DENND10",NA
"5036","ENSG00000119986","60370","AVPI1","chr10"
"5037","ENSG00000120008","55717","WDR11","chr10"
"5038","ENSG00000120029","79591","ARMH3","chr10"
"5039","ENSG00000120049","30819","KCNIP2","chr10"
"5040","ENSG00000120051","159686","CFAP58","chr10"
"5041","ENSG00000120053","2805","GOT1","chr10"
"5042","ENSG00000120054","1369","CPN1","chr10"
"5043","ENSG00000120055","79946","C10orf95","chr10"
"5044","ENSG00000120057","6425","SFRP5","chr10"
"5045","ENSG00000120063","10672","GNA13","chr17"
"5046","ENSG00000120068","3218","HOXB8","chr17"
"5047","ENSG00000120071","284058","KANSL1","chr17"
"5049","ENSG00000120075","3215","HOXB5","chr17"
"5050","ENSG00000120088","104909134","LINC02210-CRHR1",NA
"5053","ENSG00000120093","3213","HOXB3","chr17"
"5054","ENSG00000120094","3211","HOXB1","chr17"
"5055","ENSG00000120129","1843","DUSP1","chr5"
"5056","ENSG00000120137","79646","PANK3","chr5"
"5057","ENSG00000120149","4488","MSX2","chr5"
"5058","ENSG00000120156","7010","TEK","chr9"
"5059","ENSG00000120158","10171","RCL1","chr9"
"5060","ENSG00000120159","79886","CAAP1","chr9"
"5061","ENSG00000120160","54586","EQTN","chr9"
"5062","ENSG00000120162","79817","MOB3B","chr9"
"5063","ENSG00000120210","11172","INSL6","chr9"
"5064","ENSG00000120211","3641","INSL4","chr9"
"5065","ENSG00000120215","2315","MLANA","chr9"
"5066","ENSG00000120217","29126","CD274","chr9"
"5067","ENSG00000120235","3443","IFNA6","chr9"
"5068","ENSG00000120242","3445","IFNA8","chr9"
"5069","ENSG00000120251","2891","GRIA2","chr4"
"5070","ENSG00000120253","348995","NUP43","chr6"
"5071","ENSG00000120254","25902","MTHFD1L","chr6"
"5072","ENSG00000120256","84918","LRP11","chr6"
"5073","ENSG00000120262","80129","CCDC170","chr6"
"5074","ENSG00000120265","5110","PCMT1","chr6"
"5075","ENSG00000120278","57480","PLEKHG1","chr6"
"5076","ENSG00000120279","80177","MYCT1","chr6"
"5077","ENSG00000120280","80231","TASL","chrX"
"5078","ENSG00000120289","4115","MAGEB4","chrX"
"5079","ENSG00000120306","84418","CYSTM1","chr5"
"5080","ENSG00000120314","54853","WDR55","chr5"
"5081","ENSG00000120318","64411","ARAP3","chr5"
"5082","ENSG00000120322","56128","PCDHB8","chr5"
"5083","ENSG00000120324","56126","PCDHB10","chr5"
"5084","ENSG00000120327","56122","PCDHB14","chr5"
"5085","ENSG00000120328","56124","PCDHB12","chr5"
"5086","ENSG00000120329","83884","SLC25A2","chr5"
"5087","ENSG00000120332","63923","TNN","chr1"
"5088","ENSG00000120333","63931","MRPS14","chr1"
"5089","ENSG00000120334","91687","CENPL","chr1"
"5090","ENSG00000120337","8995","TNFSF18","chr1"
"5091","ENSG00000120341","111240474","CRYZL2P-SEC16B",NA
"5093","ENSG00000120370","92344","GORAB","chr1"
"5094","ENSG00000120436","2853","GPR31","chr6"
"5095","ENSG00000120437","39","ACAT2","chr6"
"5096","ENSG00000120438","6950","TCP1","chr6"
"5097","ENSG00000120440","83887","TTLL2","chr6"
"5098","ENSG00000120451","399979","SNX19","chr11"
"5099","ENSG00000120457","3762","KCNJ5","chr11"
"5100","ENSG00000120458","79684","MSANTD2","chr11"
"5101","ENSG00000120471","63970","TP53AIP1","chr11"
"5102","ENSG00000120498","56159","TEX11","chrX"
"5103","ENSG00000120500","407","ARR3","chrX"
"5104","ENSG00000120509","51248","PDZD11","chrX"
"5105","ENSG00000120519","84068","SLC10A7","chr4"
"5106","ENSG00000120526","84955","NUDCD1","chr8"
"5107","ENSG00000120533","56943","ENY2","chr8"
"5108","ENSG00000120539","84930","MASTL","chr10"
"5109","ENSG00000120549","56243","KIAA1217","chr10"
"5110","ENSG00000120555","285961","SEPTIN7P9","chr10"
"5111","ENSG00000120563","84569","LYZL1","chr10"
"5112","ENSG00000120594","84898","PLXDC2","chr10"
"5113","ENSG00000120616","80314","EPC1","chr10"
"5114","ENSG00000120645","440073","IQSEC3","chr12"
"5115","ENSG00000120647","84318","CCDC77","chr12"
"5116","ENSG00000120656","6883","TAF12","chr1"
"5117","ENSG00000120658","55068","ENOX1","chr13"
"5118","ENSG00000120659","8600","TNFSF11","chr13"
"5119","ENSG00000120662","9617","MTRF1","chr13"
"5120","ENSG00000120664","100507135","SPART-AS1","chr13"
"5121","ENSG00000120669","54937","SOHLH2","chr13"
"5122","ENSG00000120675","29103","DNAJC15","chr13"
"5123","ENSG00000120685","80209","PROSER1","chr13"
"5124","ENSG00000120686","51569","UFM1","chr13"
"5125","ENSG00000120688","11193","WBP4","chr13"
"5126","ENSG00000120690","1997","ELF1","chr13"
"5127","ENSG00000120693","4093","SMAD9","chr13"
"5128","ENSG00000120694","10808","HSPH1","chr13"
"5129","ENSG00000120696","84078","KBTBD7","chr13"
"5130","ENSG00000120697","29880","ALG5","chr13"
"5131","ENSG00000120699","11340","EXOSC8","chr13"
"5132","ENSG00000120705","2107","ETF1","chr5"
"5133","ENSG00000120708","7045","TGFBI","chr5"
"5134","ENSG00000120709","100128966","LOC100128966",NA
"5136","ENSG00000120725","64374","SIL1","chr5"
"5137","ENSG00000120727","51247","PAIP2","chr5"
"5138","ENSG00000120729","9499","MYOT","chr5"
"5139","ENSG00000120733","51780","KDM3B","chr5"
"5140","ENSG00000120738","1958","EGR1","chr5"
"5141","ENSG00000120742","27230","SERP1","chr3"
"5142","ENSG00000120756","5357","PLS1","chr3"
"5143","ENSG00000120784","22835","ZFP30","chr19"
"5144","ENSG00000120798","7181","NR2C1","chr12"
"5145","ENSG00000120800","27340","UTP20","chr12"
"5146","ENSG00000120802","7112","TMPO","chr12"
"5147","ENSG00000120805","400","ARL1","chr12"
"5148","ENSG00000120820","83468","GLT8D2","chr12"
"5149","ENSG00000120832","80298","MTERF2","chr12"
"5150","ENSG00000120833","8835","SOCS2","chr12"
"5151","ENSG00000120837","4801","NFYB","chr12"
"5152","ENSG00000120860","51019","WASHC3","chr12"
"5153","ENSG00000120868","317","APAF1","chr12"
"5154","ENSG00000120875","1846","DUSP4","chr8"
"5155","ENSG00000120885","1191","CLU","chr8"
"5156","ENSG00000120889","8795","TNFRSF10B","chr8"
"5157","ENSG00000120896","10174","SORBS3","chr8"
"5158","ENSG00000120899","2185","PTK2B","chr8"
"5159","ENSG00000120903","1135","CHRNA2","chr8"
"5160","ENSG00000120907","148","ADRA1A","chr8"
"5161","ENSG00000120910","5533","PPP3CC","chr8"
"5162","ENSG00000120913","64236","PDLIM2","chr8"
"5163","ENSG00000120915","2053","EPHX2","chr8"
"5164","ENSG00000120925","81790","RNF170","chr8"
"5165","ENSG00000120937","4879","NPPB","chr1"
"5166","ENSG00000120942","29914","UBIAD1","chr1"
"5167","ENSG00000120948","23435","TARDBP","chr1"
"5168","ENSG00000120949","943","TNFRSF8","chr1"
"5169","ENSG00000120952","65122","PRAMEF2","chr1"
"5170","ENSG00000120963","51123","ZNF706","chr8"
"5171","ENSG00000120992","10434","LYPLA1","chr8"
"5172","ENSG00000121005","83690","CRISPLD1","chr8"
"5173","ENSG00000121022","10987","COPS5","chr8"
"5174","ENSG00000121039","157506","RDH10","chr8"
"5175","ENSG00000121053","8288","EPX","chr17"
"5176","ENSG00000121057","8165","AKAP1","chr17"
"5177","ENSG00000121058","8161","COIL","chr17"
"5178","ENSG00000121060","7706","TRIM25","chr17"
"5179","ENSG00000121064","59342","SCPEP1","chr17"
"5180","ENSG00000121067","8405","SPOP","chr17"
"5181","ENSG00000121068","6909","TBX2","chr17"
"5182","ENSG00000121073","10237","SLC35B1","chr17"
"5183","ENSG00000121075","9496","TBX4","chr17"
"5184","ENSG00000121089","389240","NACA3P",NA
"5185","ENSG00000121101","56155","TEX14","chr17"
"5186","ENSG00000121104","81558","FAM117A","chr17"
"5187","ENSG00000121152","23397","NCAPH","chr2"
"5188","ENSG00000121207","9227","LRAT","chr4"
"5189","ENSG00000121210","23240","TMEM131L","chr4"
"5190","ENSG00000121211","84057","MND1","chr4"
"5191","ENSG00000121236","117854","TRIM6","chr11"
"5192","ENSG00000121270","85320","ABCC11","chr16"
"5193","ENSG00000121274","64282","TENT4B","chr16"
"5194","ENSG00000121281","113","ADCY7","chr16"
"5195","ENSG00000121289","84902","CEP89","chr19"
"5196","ENSG00000121297","57616","TSHZ3","chr19"
"5197","ENSG00000121310","55268","ECHDC2","chr1"
"5198","ENSG00000121314","50836","TAS2R8","chr12"
"5199","ENSG00000121316","79887","PLBD1","chr12"
"5200","ENSG00000121318","50839","TAS2R10","chr12"
"5201","ENSG00000121335","653247","PRB2","chr12"
"5202","ENSG00000121350","79912","PYROXD1","chr12"
"5203","ENSG00000121351","3375","IAPP","chr12"
"5204","ENSG00000121361","3764","KCNJ8","chr12"
"5205","ENSG00000121377","50837","TAS2R7","chr12"
"5206","ENSG00000121380","79370","BCL2L14","chr12"
"5207","ENSG00000121381","50835","TAS2R9","chr12"
"5209","ENSG00000121390","55269","PSPC1","chr13"
"5210","ENSG00000121406","256051","ZNF549","chr19"
"5211","ENSG00000121410","1","A1BG","chr19"
"5212","ENSG00000121413","65982","ZSCAN18","chr19"
"5213","ENSG00000121417","10520","ZNF211","chr19"
"5214","ENSG00000121440","23024","PDZRN3","chr3"
"5215","ENSG00000121446","353299","RGSL1","chr1"
"5216","ENSG00000121454","89884","LHX4","chr1"
"5217","ENSG00000121481","6045","RNF2","chr1"
"5218","ENSG00000121486","81627","TRMT1L","chr1"
"5219","ENSG00000121542","26984","SEC22A","chr3"
"5220","ENSG00000121552","1475","CSTA","chr3"
"5221","ENSG00000121570","55211","DPPA4","chr3"
"5222","ENSG00000121577","64091","POPDC2","chr3"
"5223","ENSG00000121578","8702","B4GALT4","chr3"
"5224","ENSG00000121579","80218","NAA50","chr3"
"5225","ENSG00000121594","941","CD80","chr3"
"5226","ENSG00000121621","81930","KIF18A","chr11"
"5227","ENSG00000121634","2703","GJA8","chr1"
"5228","ENSG00000121644","51029","DESI2","chr1"
"5229","ENSG00000121653","9479","MAPK8IP1","chr11"
"5230","ENSG00000121671","1408","CRY2","chr11"
"5231","ENSG00000121680","9409","PEX16","chr11"
"5232","ENSG00000121690","91614","DEPDC7","chr11"
"5233","ENSG00000121691","847","CAT","chr11"
"5234","ENSG00000121716","29990","PILRB","chr7"
"5235","ENSG00000121741","7750","ZMYM2","chr13"
"5236","ENSG00000121742","10804","GJB6","chr13"
"5237","ENSG00000121743","2700","GJA3","chr13"
"5238","ENSG00000121749","64786","TBC1D15","chr12"
"5239","ENSG00000121753","576","ADGRB2","chr1"
"5240","ENSG00000121764","3061","HCRTR1","chr1"
"5241","ENSG00000121766","51538","ZCCHC17","chr1"
"5242","ENSG00000121769","2170","FABP3","chr1"
"5243","ENSG00000121774","10657","KHDRBS1","chr1"
"5244","ENSG00000121775","55116","TMEM39B","chr1"
"5245","ENSG00000121797","9034","CCRL2","chr3"
"5246","ENSG00000121807","729230","CCR2","chr3"
"5247","ENSG00000121851","84265","POLR3GL","chr1"
"5248","ENSG00000121853","2693","GHSR","chr3"
"5249","ENSG00000121858","8743","TNFSF10","chr3"
"5250","ENSG00000121864","51193","ZNF639","chr3"
"5251","ENSG00000121871","22865","SLITRK3","chr3"
"5252","ENSG00000121879","5290","PIK3CA","chr3"
"5253","ENSG00000121892","23244","PDS5A","chr4"
"5254","ENSG00000121895","80008","TMEM156","chr4"
"5255","ENSG00000121897","11019","LIAS","chr4"
"5256","ENSG00000121898","119587","CPXM2","chr10"
"5257","ENSG00000121900","113452","TMEM54","chr1"
"5258","ENSG00000121903","7579","ZSCAN20","chr1"
"5259","ENSG00000121904","114784","CSMD2","chr1"
"5260","ENSG00000121905","3208","HPCA","chr1"
"5261","ENSG00000121931","55791","LRIF1","chr1"
"5262","ENSG00000121933","57413","TMIGD3",NA
"5263","ENSG00000121940","23155","CLCC1","chr1"
"5264","ENSG00000121957","29899","GPSM2","chr1"
"5265","ENSG00000121964","79712","GTDC1","chr2"
"5266","ENSG00000121966","7852","CXCR4","chr2"
"5267","ENSG00000121988","84083","ZRANB3","chr2"
"5268","ENSG00000121989","92","ACVR2A","chr2"
"5269","ENSG00000122008","51426","POLK","chr5"
"5270","ENSG00000122012","22987","SV2C","chr5"
"5271","ENSG00000122025","2322","FLT3","chr13"
"5272","ENSG00000122026","6144","RPL21","chr13"
"5273","ENSG00000122033","219402","MTIF3","chr13"
"5274","ENSG00000122034","2971","GTF3A","chr13"
"5275","ENSG00000122035","387496","RASL11A","chr13"
"5276","ENSG00000122042","5412","UBL3","chr13"
"5278","ENSG00000122068","84248","FYTTD1","chr3"
"5279","ENSG00000122085","130916","MTERF4","chr2"
"5280","ENSG00000122121","7512","XPNPEP2","chrX"
"5281","ENSG00000122122","54440","SASH3","chrX"
"5282","ENSG00000122126","4952","OCRL","chrX"
"5283","ENSG00000122133","5047","PAEP","chr9"
"5284","ENSG00000122136","29991","OBP2A","chr9"
"5285","ENSG00000122140","51116","MRPS2","chr9"
"5286","ENSG00000122145","50945","TBX22","chrX"
"5287","ENSG00000122176","2331","FMOD","chr1"
"5288","ENSG00000122180","4656","MYOG","chr1"
"5289","ENSG00000122188","54900","LAX1","chr1"
"5290","ENSG00000122194","5340","PLG","chr6"
"5291","ENSG00000122203","57179","KIAA1191","chr5"
"5292","ENSG00000122218","1314","COPA","chr1"
"5293","ENSG00000122223","51744","CD244","chr1"
"5294","ENSG00000122224","4063","LY9","chr1"
"5295","ENSG00000122254","9956","HS3ST2","chr16"
"5296","ENSG00000122257","5930","RBBP6","chr16"
"5297","ENSG00000122299","29066","ZC3H7A","chr16"
"5298","ENSG00000122304","5620","PRM2","chr16"
"5299","ENSG00000122335","84947","SERAC1","chr6"
"5300","ENSG00000122359","311","ANXA11","chr10"
"5301","ENSG00000122367","11155","LDB3","chr10"
"5302","ENSG00000122375","94233","OPN4","chr10"
"5303","ENSG00000122376","54537","SHLD2","chr10"
"5304","ENSG00000122378","84293","PRXL2A","chr10"
"5305","ENSG00000122386","7755","ZNF205","chr16"
"5306","ENSG00000122390","79903","NAA60","chr16"
"5307","ENSG00000122406","6125","RPL5","chr1"
"5308","ENSG00000122417","57489","ODF2L","chr1"
"5309","ENSG00000122420","5737","PTGFR","chr1"
"5310","ENSG00000122432","100505741","SPATA1",NA
"5311","ENSG00000122435","54482","TRMT13","chr1"
"5312","ENSG00000122477","127495","LRRC39","chr1"
"5313","ENSG00000122481","25950","RWDD3","chr1"
"5314","ENSG00000122482","84146","ZNF644","chr1"
"5315","ENSG00000122483","343099","CCDC18","chr1"
"5316","ENSG00000122484","79871","RPAP2","chr1"
"5317","ENSG00000122490","80148","SLC66A2","chr18"
"5318","ENSG00000122507","27241","BBS9","chr7"
"5319","ENSG00000122512","5395","PMS2","chr7"
"5320","ENSG00000122515","83637","ZMIZ2","chr7"
"5321","ENSG00000122543","654231","OCM","chr7"
"5322","ENSG00000122545","989","SEPTIN7","chr7"
"5323","ENSG00000122547","80820","EEPD1","chr7"
"5324","ENSG00000122548","9808","KIAA0087","chr7"
"5325","ENSG00000122550","55975","KLHL7","chr7"
"5326","ENSG00000122557","64224","HERPUD2","chr7"
"5327","ENSG00000122565","11335","CBX3","chr7"
"5328","ENSG00000122566","3181","HNRNPA2B1","chr7"
"5329","ENSG00000122574","644150","WIPF3","chr7"
"5330","ENSG00000122584","30010","NXPH1","chr7"
"5331","ENSG00000122585","4852","NPY","chr7"
"5332","ENSG00000122591","84668","HYCC1","chr7"
"5333","ENSG00000122592","3204","HOXA7","chr7"
"5334","ENSG00000122641","3624","INHBA","chr7"
"5335","ENSG00000122642","11328","FKBP9","chr7"
"5336","ENSG00000122643","51251","NT5C3A","chr7"
"5337","ENSG00000122644","10124","ARL4A","chr7"
"5338","ENSG00000122674","51622","CCZ1","chr7"
"5339","ENSG00000122678","27434","POLM","chr7"
"5340","ENSG00000122679","10268","RAMP3","chr7"
"5341","ENSG00000122687","29960","MRM2","chr7"
"5342","ENSG00000122691","7291","TWIST1","chr7"
"5343","ENSG00000122692","55234","SMU1","chr9"
"5344","ENSG00000122694","152007","GLIPR2","chr9"
"5345","ENSG00000122696","92014","SLC25A51","chr9"
"5346","ENSG00000122705","1211","CLTA","chr9"
"5347","ENSG00000122707","8434","RECK","chr9"
"5348","ENSG00000122711","27290","SPINK4","chr9"
"5349","ENSG00000122728","138474","TAF1L","chr9"
"5350","ENSG00000122729","48","ACO1","chr9"
"5351","ENSG00000122733","23349","PHF24","chr9"
"5352","ENSG00000122735","27019","DNAI1","chr9"
"5353","ENSG00000122741","79269","DCAF10","chr9"
"5354","ENSG00000122756","1271","CNTFR","chr9"
"5355","ENSG00000122778","57670","KIAA1549","chr7"
"5356","ENSG00000122779","8805","TRIM24","chr7"
